,sundials-version,libfabric-version,cmake-version,mpich-version
kn26whzey4k57jeuxm4nphut3chdmekh,18.0,0.0,21.0,8.0
knv3zumaym7pgpujjuukefkfqxlwr4fb,6.0,0.0,18.0,11.0
knw5lpyb6qwtwocxkhnvuapz6nhijxfl,1.0,2.0,69.0,4.0
ksot4b4o6jm6cyka6d77st7re5v5szbm,13.0,2.0,6.0,2.0
kvhblavobnrr5gonxkrircgpk5ifdvry,11.0,2.0,6.0,1.0
kwsnxrcnup7q4unjg2sagwbmgid6rlpu,14.0,2.0,52.0,1.0
l253zptolatimm5kbu254lf6wzpdnjrp,5.0,0.0,40.0,12.0
l2rspreel5jpv5adsfnfqfame25z7rmn,18.0,0.0,17.0,7.0
l2sp2ucsog3k277eajgwdxjszh7gskv4,18.0,2.0,36.0,0.0
l4wfgb4awim2vuoep27thkt3lu2nj4gu,2.0,2.0,36.0,1.0
l75fvkx6s27sshfmip2cunwkvuhpkn3e,19.0,2.0,50.0,4.0
l7fjmx5jhdpamk5owfmelmdxos2pepmn,0.0,2.0,17.0,0.0
l7zocvm3deu2uohnww6ebkwrvafportz,10.0,1.0,18.0,5.0
lbdbsnculph6pshvlda5fpoejbycsylg,11.0,2.0,20.0,1.0
lg4jok3adkmk3rrit776rvtdpen72gtm,18.0,2.0,36.0,13.0
lghgjicsahdl7nubeuwaqmilesbdhdqw,1.0,0.0,29.0,8.0
ljtnh4jvbnenpavyi4aipdrq7xqecfpj,19.0,2.0,36.0,1.0
lmt7hlzfyyniqlethsy53ugths3hjpzj,15.0,0.0,50.0,14.0
lndqh4elbmjy5qp5avlwysgihqlzrcik,9.0,0.0,31.0,12.0
lpwtaelc3qtccnnp5bujm23fxjqwr42r,14.0,0.0,69.0,14.0
lqe4kkcuxvtr5icfbejo47dimo72lbtj,3.0,2.0,67.0,13.0
lqpgi26t4c6wu7rwntifc2jxajiiibmo,4.0,0.0,23.0,10.0
lrcdxyecizn5cftoatumz5xvc6apvb3k,19.0,2.0,7.0,3.0
lucvez63eg6rbhsdse5wx5osnf63kzio,19.0,0.0,58.0,14.0
lvscb6v7go2ll324hdncphrgf4c3c5ur,8.0,2.0,9.0,13.0
lykmi6fibofspiv77rx7qxrfo5kiwuv3,13.0,2.0,60.0,4.0
lzjug2xsbjhtvva24uob7isqasgkab32,14.0,2.0,41.0,4.0
m3hubrutdsnyhhcmroiscg6djsxz2ot5,19.0,0.0,17.0,14.0
m3wbvda4t4bfofnc46umhm6xwmmfqlkn,10.0,1.0,3.0,5.0
m4mk4jxdyd62z3i5g2eiccu53j3wez5c,10.0,0.0,2.0,7.0
m6cbyewfyto4mq4eladtu6exnmqzojmd,19.0,2.0,68.0,13.0
mbkkqnuuasnyux7qpn36qepo4ft6ohko,12.0,2.0,27.0,0.0
mbvyzjvtxonoy6jedggpxtf4zicprr2g,9.0,2.0,63.0,0.0
mcfyjojepvcp527mxrwfmebpulqcdt57,19.0,2.0,33.0,2.0
meopqgfisae56j3xbfjgjeqv43lnipyj,13.0,0.0,68.0,12.0
mescomzsia75ydoydikb75tvenyem7ni,2.0,0.0,51.0,14.0
meznwtjnmxthnmyh5teaay7qoezisll3,8.0,1.0,69.0,5.0
mfjcepl3hlnu5pcqxj6mch3vhplvny3z,12.0,2.0,38.0,4.0
mh2bvryi3sgdigk6gamlsei3utu2kbtr,10.0,2.0,45.0,3.0
mh2kw4ovx2luliqfnyav5i5viftwxcab,7.0,1.0,48.0,6.0
mi32y4n3eeh3nnzga346tzvzvoi6ocqr,2.0,0.0,26.0,14.0
mikfvlqs7l4cwdsn6r6t2zqb6oya3cai,15.0,0.0,60.0,10.0
mj645cfwczmzvcuo2nvnemblh4jbiue2,10.0,0.0,54.0,10.0
mjbpwa6lqvon6bofy2mis7r5jekhsmbq,10.0,0.0,55.0,10.0
mkatwjd2i3hgukwtppdnkhlb5waqt7h2,14.0,0.0,19.0,12.0
mo33rjphxff3nm7ec6wvusp3b62g5646,15.0,0.0,43.0,11.0
mtmsay62gh2h5bbrkvhhjzgmkg4qzff7,19.0,2.0,66.0,0.0
mwpdfwkaelydep5kpqisqggtjpeuxpl7,5.0,0.0,8.0,7.0
n2nfi3wykernmiaqyvq53iobs6tu54y7,14.0,2.0,65.0,0.0
n2p54icq2h4ay47xectnfd7gtp4nxibz,4.0,0.0,3.0,10.0
n4ndrljk72wyeij4zxeuxcxub4vfwvtv,17.0,0.0,3.0,8.0
n7owbsvaz4dvy54e7kgztuambsf5qgay,4.0,1.0,22.0,6.0
nau4ao7kvsltabqiotynzosppelvjmnz,9.0,0.0,50.0,8.0
naz5xerun2wvgcutnhbns3fgjnwv3lkp,0.0,0.0,37.0,14.0
ndgnjaj2drh6g2zbnz2efqj5xcuzk3si,6.0,0.0,0.0,10.0
nfvs4c2wydf2qjz7gh4sjnq73vskbna6,7.0,0.0,36.0,9.0
nghe4mvkwng4pde6d4rdmlkkxu6ye6lx,8.0,0.0,41.0,8.0
ngv2k7oxkwk4h4qowwhgsbcju4tck24a,12.0,1.0,10.0,6.0
ngvk4dwfpklrvkgfgqgl4rgfk35yyxyd,6.0,0.0,33.0,11.0
nkk7b2iwkjz6ap66543vhv6g2q36gvtb,0.0,2.0,39.0,0.0
novddxtcteeuotcrwmudlg2446gonnhr,20.0,0.0,31.0,12.0
nqhi2xlczicnwg5r3o5z4yvxbxq5vihm,11.0,2.0,28.0,13.0
ns3yozjbs6ztctjwzqahofdrtmlbhlkn,6.0,1.0,56.0,6.0
nuffb5jdajekyoexqtflacd24b4qblr3,19.0,0.0,15.0,12.0
nun3x6aoaojpmocxj2csbglkecjguxmf,19.0,0.0,44.0,10.0
nv3wcigeen35dkeh7rxuwdgovvdnyvh3,15.0,1.0,37.0,5.0
nzrosssf2e5wwngxdh44n2qqg55cmdps,20.0,0.0,31.0,7.0
o3sdxgfcjkm6o7yigg6mhc34tziywgwg,19.0,0.0,6.0,8.0
o4jvqy774et6ewlcojb54kjwujrdp7tp,14.0,2.0,18.0,1.0
o4t4ahbxtd4sw7w7wwbzaecumscqcrwf,17.0,2.0,35.0,1.0
o65f6vastpnnh2ioxvpginh27eb5ld6f,19.0,2.0,18.0,3.0
obuusnjqq6wqp47fevrvhgetesievwxa,11.0,2.0,37.0,4.0
ochvpyunluxomynpv4ksn4p52vyavgcy,19.0,0.0,11.0,7.0
ocq6hnky2hpe4iptllpo3aql2vip5thl,10.0,2.0,50.0,3.0
oecdqwd75wyyfehbswdcdynbaqyxdovp,17.0,2.0,64.0,1.0
of5fy77reisaduy57rpt4z7kngwf44sl,17.0,2.0,47.0,13.0
ofdlwryemodslf3dgefiopezjfsrjqwm,9.0,2.0,63.0,3.0
ofxomtngwv3u6mait2w2pvuov36yr44r,8.0,2.0,43.0,3.0
oglat4sbv7pia7fbqglyn4fapfqhxwpk,5.0,0.0,56.0,14.0
ohhus3fi3spf347bxbbzpvr34duw53yu,20.0,2.0,44.0,1.0
ojkclhd7zrha2p35zx3uirtkcz4aosgp,0.0,0.0,24.0,14.0
olndvooavafuvlqg6oirurgnalqnd6um,4.0,0.0,14.0,9.0
om66iofkwtaisnzzomfsmnogsrxwxpbh,3.0,2.0,66.0,3.0
omlgwfs3eaggpxiw3vrnwzkao7fv7kxb,20.0,2.0,8.0,4.0
onxo2y2tqz6ushu2swaox5wy5g7gbfcf,1.0,0.0,18.0,14.0
opzjlvkkb3vxicycv3eo3jzjegclq3xe,2.0,2.0,34.0,1.0
orpaqcpu3daabijmkuwyedikhywxcmyu,4.0,0.0,10.0,11.0
otlzorri7s77dyen4weey2wrpgrme3yp,10.0,0.0,57.0,11.0
otvnizrtev7rvgc6uo734t3gbbv6l47y,4.0,0.0,61.0,9.0
oty2isfausaglkv3pzfkg3e6u3whliyt,19.0,0.0,34.0,12.0
ou6un2uslw77hj3y3bpkwiyvsk7oyj5l,15.0,2.0,13.0,4.0
ouliywkidac7zptjgb3n3nrxup7qamhr,3.0,1.0,22.0,6.0
ovolcjsnk5bqff7a5opqxlshu5pfvcmh,14.0,0.0,21.0,10.0
oxnigmae5sogihfyymm3mdurweuqi6vj,7.0,0.0,37.0,7.0
oxvewfdzrft4ufw6jmizqorlgv4symhd,2.0,0.0,18.0,8.0
oyfy26dxufp5ur3ktnq7wfvanewlymeq,18.0,2.0,12.0,0.0
oz7iuael7sxvwz2tg52t55qxal2j7wxf,14.0,2.0,9.0,4.0
oz7o43uqpscag5iwg33ivxsdjqw7zghr,6.0,0.0,24.0,8.0
p22uiewwbonfc625u2mvtkpz6q2xct3m,6.0,0.0,23.0,12.0
p56jhy7qfbe5ylypy5tork23xvua26pe,17.0,0.0,38.0,7.0
p66m3recpgr76pddgvxn2f5d3vo4zdst,9.0,0.0,65.0,9.0
p6uttmm4ptoszjpyfgqzenwzv3ocbaoi,6.0,0.0,28.0,10.0
paxbhxwprdokwge5v5ztvvypvydny5ee,19.0,2.0,57.0,3.0
pd7277dkpttbnft6pizot64pbmrg7igg,18.0,2.0,69.0,4.0
ph6et43kstigvuyu5qgyguf3k3uh5h6p,11.0,0.0,65.0,8.0
pkpvtir6lh6k4naww3mlld7heoiofmes,10.0,0.0,51.0,8.0
pqon2i3doago3uweogvep7uiuygjtpb2,2.0,2.0,37.0,13.0
pwg5vto2zjieizgfiosonugxvbslmtcd,19.0,1.0,31.0,5.0
pxilp2oeraoesx3ksadgv7jmv7vyvppb,14.0,1.0,67.0,5.0
pxrkgwdfqahw4fkwoiztpk5cyqf3feux,11.0,2.0,36.0,1.0
pynbvtvoygl6psnqiimocsgn3yn2fhie,4.0,1.0,6.0,6.0
q2sluqiexrptglan6pdkc7yv6yiolztv,4.0,0.0,65.0,9.0
q3t2xatakjnjtopd43by4cvxbrkfkxz5,13.0,0.0,1.0,10.0
q63cgfwnevdt532yhta5ochrq6jcoree,6.0,1.0,53.0,5.0
qbt32yoolhdorexatmb3ircgrhilydul,3.0,2.0,62.0,3.0
qbwamhp6hgdzxowruncunzevupqdw6gd,17.0,1.0,63.0,5.0
qckf22rw7iay4zaynwx2jllt2us5fgz2,7.0,1.0,16.0,6.0
qcuykfcyczjquehjoo74w5dsxjgr3ttl,18.0,1.0,32.0,5.0
qdxwt7myhfcxj6dnkhyd4nrjqnxcfrwi,19.0,0.0,51.0,10.0
qe6awoin7njyjimxt6xizzvqh2dhkwqh,3.0,2.0,1.0,4.0
qgjeasfrbf3pogwko5euinolwhb2gefk,11.0,2.0,66.0,4.0
qgvwbpawkb56so2sxxpnbdx75cvzjf4e,15.0,0.0,45.0,10.0
qj5p3nnfgl6cwfkyjt2kidaut7rchovg,18.0,0.0,0.0,10.0
qjh3gvqasqvleuab2gsbc63qqj37rbgo,15.0,2.0,59.0,3.0
qlpqki2szkl6z5sf2z4opk7qmr2svkn3,1.0,0.0,32.0,9.0
qqeico4k3cn3scyow4lwmfi7hkyprwbo,14.0,0.0,68.0,10.0
qqgqetw3locr5saivumll63meyxewdqg,7.0,2.0,40.0,4.0
qtc24zspjdhft7rutxzcy6al56ks4hr4,6.0,0.0,60.0,14.0
qwrnfvaufquavv3aoyr4mhqkjr3xq4kz,10.0,2.0,19.0,0.0
r2qm6cq27yocw7ymt7wpgazmd5c3wxxi,15.0,2.0,52.0,3.0
r5totmeyg63xmvv43qhp7mmtx24llogu,6.0,0.0,26.0,12.0
rae46k2ct4wkh2ldpewftgl6mhu25vqe,18.0,0.0,62.0,14.0
rb6iuysxxaasxarprprxkm6uetpf35i7,13.0,1.0,45.0,6.0
rb6jtgwy7n2xxoorsfuhzbrvfy6osqz3,18.0,0.0,31.0,14.0
rgwyjfzjvtdugp6mix5vko6xgx7ftpsn,15.0,0.0,27.0,10.0
ri5rznbawauhs75bzn7ndtynamb6ondp,19.0,2.0,69.0,2.0
rmbinn5wdwgwywm7pxvbvip5ni3np2vk,14.0,2.0,5.0,3.0
rnfjqy457xyfqzcgm76hglfyvseodolo,9.0,2.0,30.0,0.0
rnrpqwujv3zdvwec7uaxbtkhftd5nza4,20.0,0.0,41.0,9.0
rpwe46nx2nmpnpqs655bfylbx5n3xf5u,2.0,1.0,10.0,5.0
rpwibnq4fbe5klrtpu6fgsoa4iiclnqz,13.0,1.0,18.0,6.0
rrgaoa3vmjjphqugrvgba4jcat4hzmkx,11.0,2.0,41.0,13.0
rtqgmj6w6eka4dijqf55y4sqpi33c3xl,11.0,2.0,52.0,0.0
rxhcbg6sljexhdirmtq5exnbqi4tt663,10.0,2.0,40.0,1.0
rxtuiaduwod6aaub7ws736tueawj7rlk,6.0,1.0,64.0,5.0
s3jdieov4riq6nwqjk5o3bmwumyealji,0.0,0.0,23.0,10.0
s464hprxac2mp6mwifmsvqfcclbjx6j7,18.0,2.0,40.0,1.0
s4eispvk5mrduygcy3dipi6zyz3dqk2q,20.0,1.0,49.0,5.0
s5m5ccaid4vr6pwpa6mrxbymb7xwab2n,4.0,2.0,8.0,2.0
saf2qbt6avmkjxjh5wkymigzuhtg5wwa,0.0,2.0,35.0,4.0
scavn3hrpblalypeceleqiqvqptedhyp,10.0,2.0,37.0,13.0
scmqi6hx5bv4mk33eklwvfww3b25vm2x,19.0,2.0,51.0,0.0
sdziqi6spvyyvzbjf5p6nvtbqa7rpvbj,11.0,0.0,9.0,7.0
seujuuxvz64f6sz5wjljfzwecv2dgmiz,17.0,1.0,11.0,6.0
sf56s3qinsk5jxjv2g2g67437sksl36d,13.0,0.0,15.0,11.0
shdn4td4ivqochgp5y5wy54itnrscz6t,17.0,0.0,10.0,8.0
sikuee76l7xf57iklry6dlqyz5i5hdtd,9.0,2.0,67.0,13.0
smc76el2czucavhndp74dounj4tmxqvx,0.0,0.0,24.0,8.0
snhgjwkr55nhdf6emba7g2zeibchmmrl,1.0,0.0,22.0,8.0
soo2ihhtvu6avfxfrxc7gngklrmyyke4,20.0,2.0,49.0,0.0
soqiktkuoqxzz4ldl62pikjtrkltljlk,11.0,0.0,17.0,11.0
sqcx2khxhyp5r7np2624oykttukzoxz2,5.0,2.0,48.0,2.0
sr7gzcqnkvxczmpy7a7k4n3t3gawu3vi,9.0,2.0,35.0,3.0
srnewh3cultbmpehvgocpg2whrcq34ti,15.0,2.0,48.0,0.0
suvwgnzbgbiyfhrpaknpuddbnyd2ljo6,5.0,0.0,18.0,7.0
sx3eedrhlpzvamij4gbzczbrahrfziyc,1.0,0.0,64.0,12.0
t44ymv7hde7cukinmisa6c22pxmrcfj2,2.0,2.0,65.0,4.0
tcivtilekq7roqz2xj5aoyk3lntqapfd,8.0,0.0,8.0,10.0
tdsgfunfoov475jlzt2xbb5siwmalpu2,10.0,0.0,38.0,8.0
tj2cnl2ipmthpnldquej74edny2noktl,19.0,2.0,34.0,0.0
tkrrahug3sm2adyc32snf527wsjwvduc,2.0,1.0,25.0,6.0
tpvcedmr7zpubexe4p4ratyr2ya3hykn,7.0,0.0,55.0,8.0
tsum2yqytz3t4zcdb4fu37wn4phn4bvx,12.0,1.0,47.0,5.0
tv2ldaht4nx2sl2mscnfzoyhdnr2puir,15.0,1.0,51.0,6.0
tvprox5rixumd42bk7kkqvrlff4rimbu,4.0,1.0,69.0,5.0
u4lasjfqd6fcbyowta6wjozurgvvuvsx,17.0,0.0,23.0,7.0
u77dntzsnojrx5rro2zy6mmqerqxbkwt,12.0,2.0,16.0,13.0
u7jz34nzoj3b6czlmfp4j2gsnftza3st,8.0,0.0,64.0,7.0
ubzrajzfcl64rymr26cj7ju54zhzjpjf,18.0,2.0,26.0,1.0
udunzphjkdqbcjlwk27l6kbkim2kc6e7,19.0,2.0,17.0,3.0
ufw7faa72caf3vutvtpiqdo4hbqqp5ce,15.0,0.0,50.0,9.0
ugoyy2f2637w6ewnnr3yiqbx6o3czkpe,20.0,0.0,0.0,10.0
uhqmkyvhstfnconzanh354warmr3aqut,5.0,2.0,13.0,2.0
ujtkd2hlbc2ln3j5rjtteedc4rne5sjf,3.0,2.0,2.0,1.0
ukccjxaqkc4pzdibaomtxwzx6ep6lopo,14.0,0.0,6.0,12.0
umvulfjnr7plytaci67mj3dil2hnmkw6,19.0,0.0,31.0,9.0
uolashje6cocipvx5j5e4qhfzkwtqti4,14.0,2.0,3.0,4.0
utf3q4h7f5yqbbzf4fmwvhe76twt7nqg,9.0,0.0,26.0,14.0
uujvmxetonuz6u5mmcuq5zc2s2jkwvjd,6.0,0.0,55.0,8.0
uv3c6zxk57axcyp4mp5rsx4kg6dc7vyk,18.0,0.0,32.0,8.0
uv5vdiwvfowumn6c2udxyxop6gjrev7q,12.0,0.0,9.0,14.0
uw6ura4vvxsrhxt6jgahahvu25w7kome,3.0,0.0,17.0,11.0
uyhqplz54h3yszmmo2nvxx6skqctsukh,7.0,0.0,12.0,14.0
uzekoczkrx7p4imkdli2xllqxemmuu2z,8.0,0.0,21.0,12.0
uzplsef2fpuzkeq6fuuibrfnpegaehde,4.0,2.0,64.0,4.0
v2mq32ztlhnjh6zg7cjvft5byr6t637w,9.0,2.0,56.0,13.0
v64ov4zpphn34ommht4bmffaglbudc6d,17.0,2.0,57.0,2.0
v6up4ioi4nncdle3j2djgm6gc4xoqrqi,8.0,0.0,23.0,7.0
v6zabajrvwayw7zudylqlcswxl5hfdci,2.0,2.0,62.0,0.0
vaqldawmkijo564dsran6shjaaywfenw,1.0,0.0,28.0,14.0
vas4dfavbjoq2c637ov5up4wfc4ia4c3,3.0,0.0,65.0,12.0
vat6ev6fclud2tn3khh3jnxsmfazzisy,11.0,2.0,44.0,2.0
vbpt7wyhqtnlz3wgw37x4x4i2l5bvk2q,17.0,0.0,64.0,8.0
vccwjs3rux73a3lzs3cqsq4eexn2jxw2,13.0,0.0,50.0,14.0
vcucef32b5eugavyxbnyjuieqvpvi6e6,3.0,0.0,44.0,7.0
vdu55jssi7o6v6hjru4l2czk2ggwxpnw,10.0,0.0,10.0,14.0
vemed35fpnguivzxhye7j4tettnmj22v,4.0,2.0,19.0,0.0
vf6v63gc2npdzzg4ne6t3cnxe24egu2x,12.0,2.0,68.0,13.0
vfoxjpag2iet2mu4wnxtc7sp5bafhbfu,9.0,0.0,15.0,10.0
vgxs7uogvf6vzzqf7potvrcgnh6gtaxu,1.0,0.0,39.0,8.0
vhjidfb2s2yi77gehjg5p2tci3ucszit,18.0,2.0,18.0,4.0
vkjmczaw7afpydfzlu34wtzj6zbrs3f2,19.0,0.0,20.0,9.0
vlobo6v346fyabcsafuxldacknryf4tc,17.0,2.0,33.0,2.0
vlorx4oeia4kywj7ya2wxsu6pwvwvgbt,14.0,0.0,28.0,8.0
vlss6i5o4s73cf3zyhyifbmiz3xwoo7g,7.0,0.0,62.0,12.0
vltd6gckizpdxk4kfk2hkddqadmimx25,8.0,2.0,44.0,1.0
vn37uvwpz5gsgf45owidag3dflknzjn4,6.0,2.0,17.0,3.0
vnhahw3a5hqkvx3lamexes6di7jyzlmq,19.0,2.0,42.0,2.0
vokznnkijfvl3ftgtkee7iyb6hlpgsnn,11.0,0.0,67.0,11.0
vqheiawx5u6tugnookygpaa3wxj3bt35,3.0,2.0,50.0,13.0
vr3bzddonf3tf7nmpdwc3ec3au5fc3r7,17.0,0.0,38.0,14.0
waek3vgzablhs77kqbi2pbxnobfrxrj2,10.0,0.0,29.0,8.0
wbn5g4bwjbwglw5tskheozdtwlayxcip,4.0,0.0,67.0,12.0
wbzszb7dojmdlncqyjpskeyivzw3lpve,18.0,0.0,20.0,10.0
wesg7tklsnloysp5iqnf33mezf5exhv7,6.0,0.0,48.0,14.0
wfn25cqcmbu4jtbzzighpwk4mrkvvknt,17.0,2.0,7.0,3.0
whfvzufae726qr3fqto6tofj2ansiqgi,19.0,2.0,39.0,3.0
whpmwbqocrxynfokh3qsjaxhcy325hgk,5.0,0.0,60.0,12.0
wio3kp6njpn76ftodoodjiia5upmocio,13.0,0.0,3.0,14.0
wjp2ao7waafjposf6oekpoiywjfv4vkb,12.0,1.0,0.0,6.0
wjwt3cexuhhk2qywucguucgo7lfuuibu,19.0,1.0,59.0,5.0
wkcgi5s3tqrm4mnpetfefnawigc2nhxs,9.0,2.0,40.0,3.0
wla34mo7pgigscbsazdlzd3ddadvd6mm,9.0,0.0,47.0,9.0
wofu34bdbcfarrfyg2t3rj3eh32tl67o,1.0,0.0,11.0,7.0
wotsvgtupetwy5wxhl42a2qkdctg4zah,20.0,1.0,35.0,6.0
wrfaahmihkvbryya5s6iaqttbespaa2l,5.0,0.0,55.0,12.0
wri2ha65e4zhzbdvodc6gcehogzhup4v,10.0,2.0,11.0,3.0
wtsisb3l7f4tytatscao7fobih3fh7qr,13.0,0.0,52.0,9.0
wtvu2skxe3ag2jxgoamhegbdssvdctmf,11.0,2.0,31.0,4.0
wva7iswiojk4r7ctkpdvrfa2h6lq5hfd,7.0,0.0,60.0,10.0
wxgcwz3dximzh4vehxxbl2bvfxc3uwsj,0.0,2.0,3.0,13.0
wxq363vepdb6lwevstfpopqmwkzih3ed,12.0,0.0,69.0,11.0
wyb4npc7estqqopwb4r27a7lq6x6s3jv,19.0,2.0,47.0,0.0
x3ncgqldtdc6ltgx22slgbu2xfq27exi,5.0,0.0,14.0,11.0
x4xhfxbb52cin7xnbc2w7l4fzahnlhjb,5.0,0.0,65.0,7.0
x5rfrdjyyll7s2tjcuzy6opwftjaqq63,18.0,2.0,16.0,3.0
x6q5gxdxperkd4nonmuy7tlwwrgwkbvu,18.0,0.0,63.0,9.0
xb6xdm4btgfxjsdm7z4sgr7t4qrj2gze,19.0,1.0,46.0,6.0
xbhul5sfz437qjftjockewsvsizjl4m5,19.0,2.0,0.0,0.0
xbwo4wvtvw6a5i3wjwofuwxghfiks7mr,11.0,2.0,8.0,2.0
xddp42rt3lb7lcmw6ogsl6lyubduxj5f,19.0,1.0,41.0,6.0
xftudfx75tqvf7iyy5aas53chaq7fa57,7.0,2.0,10.0,2.0
xg7xkrt22haqsqqg66qvb3usdw73ztzi,6.0,0.0,15.0,12.0
xh5uygs7lesl76ieltt56cul7hgbhxb5,18.0,2.0,43.0,4.0
xisocvqakvsmu7sdfjwu7noe4zjyl5nw,8.0,0.0,11.0,9.0
xiuvdmbzaqyxirvboydffvi5fsteuseq,17.0,0.0,22.0,11.0
xlyxty6eolo5dqtjzf6c6o4d7oszum5i,3.0,2.0,63.0,3.0
xmqclbvs246merv5gkwmc7rfp6xhao26,1.0,0.0,1.0,12.0
xn3z4wnohcuyg6hiycz2ylksyu3snfz7,5.0,2.0,13.0,4.0
xn6gayfzv7eydukc3neaetkjudls4wqi,19.0,0.0,7.0,9.0
xnuotxmipal34d2hezd23n4lxvkwaqir,3.0,0.0,58.0,10.0
xovehgo5zu7iyzhays5uwzfdik3cxuxn,18.0,2.0,60.0,0.0
xp7m2tdhfbhsmkvii3s6s42f2agwrutj,8.0,2.0,51.0,4.0
xptkxabh4eeesfxglhe4b3si46el62be,5.0,0.0,68.0,8.0
xq5wvjtwjhs3a5placpbxbk2dbm2j3ja,5.0,2.0,68.0,0.0
xqzvjix7qkikquoed5ab5ryob3pg6faw,9.0,0.0,69.0,9.0
xriaaw5s6mnfvatgs34pycmgq7u2ylvy,9.0,1.0,5.0,5.0
xxmce4ysqevcllusluti54k4njhgks4q,8.0,2.0,40.0,13.0
xxo34gbxuacgshjlc4mjtbnprd2yhuuk,12.0,0.0,51.0,9.0
xzixltrv7mbj4lruzjdbjw4jvbfnc6j6,11.0,0.0,52.0,8.0
xzn6nsmg6pge7ynkat6niexpmcmcc5ym,9.0,2.0,20.0,2.0
y2cp3lbppqjw53cisiktlond6mmygai3,12.0,0.0,10.0,11.0
y42ww3z7n2br5dnla3p4ddly5535wnrh,11.0,0.0,55.0,12.0
y5vkt7c6euvkf4bkmf4t7xnfepakzcpx,3.0,2.0,35.0,13.0
y6vfdfb7lxp7dq77mdzbmqp7zx46hywm,20.0,0.0,28.0,10.0
y723aiowgksbtmffmmvmc7cyigh6tkal,18.0,0.0,0.0,9.0
y7dbts4tfmcqwy26epizuxigq3swd543,4.0,2.0,7.0,4.0
ya4mcbbsvmjkb6kshywh6svepljxgt2r,15.0,0.0,51.0,11.0
ybd52iosd67y5yyeaabfxckulhwqaors,19.0,2.0,59.0,13.0
yeq76wzjrmunelnoy3ramqsthl4fc3uk,7.0,2.0,34.0,13.0
ylbhmblgpcdyjzcmwlersqis7u7jgj5w,4.0,0.0,48.0,12.0
ynxl7mbrokob4tatwi3pftviwotcxu5o,11.0,0.0,31.0,10.0
yo7dyyoozngl2i27md6znybp6cz7z2fu,9.0,0.0,61.0,14.0
ypeinspbxqyy24xq54qw5w4htwt2eco4,3.0,0.0,10.0,10.0
yq3miit6o64f7o64sfi3wgipvi5pmt5k,4.0,2.0,48.0,2.0
yqwq3i66rstgw6hp5jntswdpyp75mtwp,9.0,0.0,12.0,7.0
yrhgb5xgubmnx7ihp7e4b3jeys3vqqvl,19.0,0.0,29.0,12.0
yu7werp2ulopwuygydy32ildzawlxde3,14.0,1.0,52.0,5.0
ywdlgx6i3ehz66fpvym2zxucxywr2v6f,17.0,2.0,56.0,1.0
ywxnev2mt5uqsdrf3absps7yv6r6ze3g,2.0,0.0,21.0,12.0
yxckv45t22joydggoapg4r53cuyacmkm,20.0,2.0,53.0,13.0
yxxrhqkjioei5rupijufy7i55aszo4b2,1.0,0.0,30.0,10.0
z24gkvlek4z7pzmihhakv5l334v63ava,9.0,2.0,10.0,3.0
z4pihxripkzthlusi7vffhoxq53emhui,11.0,0.0,41.0,7.0
zczyrp3cyh52hm7q2lnnitppl6pkcs7t,19.0,2.0,56.0,4.0
ze2howcbrelbfsak57yb6fs6r254ye5g,5.0,0.0,11.0,14.0
zf32q5gn3n4k5tobqbvmdk3cayyuhujp,18.0,1.0,38.0,5.0
zfb3o2dddbnbo6kcxonceg4pt5lu27ym,7.0,0.0,0.0,14.0
zfvmkqihyo4vf4ii242ezmguonq7btyq,18.0,2.0,63.0,0.0
zg6a4jzqh6xb7lbgzh5yksnbhxopjbn5,12.0,0.0,61.0,7.0
zgtztfduvoekz4qsq5aunwdzv22kpjaj,14.0,2.0,69.0,1.0
zh3ovujolpyyeceobujgk5ugeiqtnljm,2.0,2.0,4.0,0.0
zhhgh7rrovxw74wyo5jtfyjcmnpiawjp,5.0,2.0,17.0,2.0
zj6j73b6mg2mlwwrlt7g4di5o7whczyj,4.0,2.0,24.0,0.0
zjngu4ayvyal4hn5g5k3y3dbdkgoul4v,20.0,0.0,61.0,12.0
zkgnkr2a7yplwrkzzr55vnv6fuvrtgft,8.0,0.0,51.0,12.0
znhou6afqml6kqf2eh25hmy4rkhgdit6,2.0,0.0,35.0,7.0
zrm23mddo6f7cyf7gvpudnnw3emuleo4,19.0,0.0,12.0,9.0
zrwtey2fgszr34zkyh33heojf7onezq7,17.0,2.0,48.0,13.0
zryxgmzbtqkukn25paiwuqk7fzinxuda,17.0,2.0,27.0,13.0
zsqesqrhfc56e7i4gtbfenbjr3mvsut5,2.0,0.0,4.0,7.0
zuyfdt5cd4cykdzueory4dwg3qsruhsn,9.0,2.0,42.0,13.0
zvpm3wuec6wn26yypmzk2ibzo47t4d4e,2.0,1.0,41.0,6.0
zw7ozivguusktkpf46efynewcch7reiw,18.0,0.0,37.0,7.0
zwmyx4gtjyezsoujcnymd3wisnww7gl6,19.0,2.0,53.0,0.0
zyfltlpm6txi3jaxw7ccqs5ltwruptpj,10.0,2.0,50.0,13.0
zyowzcvhcdyhlw3u3lttjq3lukpnh7bf,2.0,0.0,20.0,7.0
22bsdiy2caw623rn33fwndujrlnagpnp,16.0,2.0,57.0,13.0
3f73en3hm7xtrpccw2b26hpd2dhwo7ow,16.0,0.0,25.0,12.0
3hjbqad2amtjhtyi5lsso3rh27scnyk7,17.0,0.0,13.0,10.0
3ibz32lrrznos6nfmoa7n2xyn7buotyh,16.0,2.0,31.0,13.0
