,libfabric-version,arborx-version,cmake-version,kokkos-version,mpich-version
5mlwmjtbf4bbak4xh7qxo77zds6fbfhs,2.0,0.0,0.0,5.0,4.0
5qgwnfx6rnqbqkybb2yltl2mibs6mhfr,2.0,0.0,5.0,6.0,2.0
63gmp3dp4rjimt72nzyllcw37nvp3ehu,2.0,0.0,11.0,6.0,4.0
64lijuuistyqzokbkt26n6kjna2kx35a,0.0,0.0,37.0,7.0,8.0
6bf54hq7q44irayunfwo5pk2c7kkbvaa,2.0,0.0,40.0,3.0,13.0
6qa22vhfx5ilwguyat5y3ukrbo3exfag,1.0,0.0,64.0,0.0,6.0
6uylyrgvd75p5suoh5az3rk2powbbbjk,2.0,0.0,28.0,5.0,1.0
72sr6dm7fdfhtuse2nkbivaj6swzr7c7,0.0,0.0,57.0,6.0,10.0
74yvfbc57656hyprw4mk5jzi6uop7eah,1.0,0.0,15.0,2.0,6.0
752vb6rikyvmk67c4v7vhbemmcg4pmmg,0.0,0.0,41.0,5.0,10.0
7aofl55pxtcv5xpq62ucbjxzdwgyxe75,0.0,0.0,40.0,0.0,8.0
7kouisg2esl43mzt4ejtlgp5lkq24kee,2.0,2.0,52.0,2.0,2.0
7uicx6r3hvthdthv35b5yec2mnwo6kwn,2.0,0.0,7.0,1.0,4.0
7vwfoji4wbryymze6d6xuu7fdupwobe3,2.0,0.0,56.0,2.0,4.0
7yw2ux7g5zj4hirya6t3vz63kmyqktq3,2.0,0.0,64.0,1.0,3.0
ad4sosqetnig5hjmiyx5wleptvr7nvwr,0.0,0.0,9.0,0.0,8.0
agoyyvruy7qdjsnfgwaw5zqbqevdi2n6,0.0,0.0,1.0,1.0,8.0
aigpv6s7u6rx6z27yosohnrydfyttgum,1.0,0.0,31.0,1.0,6.0
ailaoxcsynbmm74z62i2jppkajrqkbyt,2.0,0.0,29.0,7.0,1.0
ajgkpaczgysgtrjcm4riayfn6qpi4gud,2.0,0.0,63.0,0.0,2.0
am4xamihdyzkzqxxq24kjkmh4ln364xz,0.0,3.0,54.0,3.0,12.0
ao6j7h2p3io2y3nxcnqpwd6wur7hasqf,0.0,0.0,28.0,5.0,7.0
ax4k5ec54hrhkd3wwtx3lyg6p5k4tibb,2.0,0.0,42.0,1.0,3.0
ay2ojkbwwatadh4dbh4i6jlg6umpyizm,1.0,0.0,28.0,5.0,5.0
b3um4zvsmpb3gtafa632gg5lvvj7y43a,0.0,0.0,28.0,6.0,8.0
bbjhif3hz3zf4f7ojn35jkek3ut5gsli,1.0,0.0,27.0,6.0,6.0
bj7qnhkfgzcgcndcquvsrgrl4633q7lx,0.0,0.0,16.0,4.0,11.0
bjb2kbed7iojb6gkgpd2gosqgqrwup7n,0.0,0.0,10.0,7.0,9.0
bmcdlry2bl56xdpxf2wj4worco5zsock,2.0,0.0,24.0,2.0,3.0
bucq3v55x2f7q5xstv53mx3hx7n4qpzj,2.0,0.0,20.0,3.0,13.0
c6rapsp4tehcrl5wwzvkdpsqievqliuy,2.0,3.0,49.0,0.0,0.0
c7jhuteywooxuj3yhhptdpd6w7ijuqug,0.0,3.0,26.0,1.0,10.0
ceeoyvjdkvme7sg67akytdbifct7hz4b,1.0,0.0,39.0,5.0,5.0
ct6n3v5vb5n2fw7kf4tncmo6jqaym4pd,2.0,0.0,7.0,0.0,13.0
ctywmruyqu3sib3euiioer5imzydji6j,2.0,0.0,18.0,5.0,0.0
cxd2ye6hnivo2ige3f5lwupnuxldycda,2.0,3.0,34.0,3.0,2.0
d3ptpjxzbbnobpvdp4z5dcs62x7cjrl6,0.0,0.0,20.0,5.0,7.0
d4xngni5qpk7zipyhdf6f43vheq4ooiq,0.0,0.0,12.0,3.0,9.0
d5ikr646ores7amy3zrzydkiccszszeu,1.0,0.0,10.0,5.0,5.0
dm24r6mmk65nbavphocqlmmsdj73pzzg,2.0,0.0,12.0,7.0,13.0
dt2oei6npa22qfpuelx4hus7u6oxlfl6,1.0,0.0,5.0,5.0,5.0
dwamifs356fubwu3vb6luyypkqupktu2,1.0,0.0,18.0,7.0,5.0
e5pyfv47iw4gawbfkxfbqbxvefq2ytcm,0.0,0.0,39.0,1.0,7.0
fadzeeqhyueu46qvenxjzdtilov62qdr,0.0,0.0,0.0,6.0,11.0
fek6reztpguqds26dii7g7sp5yr4i4ym,0.0,0.0,4.0,1.0,9.0
fgoxyfg5o3gfcsjbi65ivoi5rrsmt4cw,0.0,3.0,32.0,0.0,7.0
gachxrotvfxmx7mec72efzakj3spquor,2.0,0.0,2.0,3.0,0.0
guld3ppqqm7ondmqeqww63sodjt7qjqh,0.0,0.0,18.0,3.0,10.0
gvtjdmnvyw4kxsaajx545asdy3w7rla5,2.0,0.0,5.0,4.0,4.0
gwmj52vgo22wlfjvlt3sxlemb3mqz5aq,0.0,0.0,59.0,3.0,9.0
h2kz4z5ywudz3ka33dy7ybsvfda75otp,0.0,0.0,9.0,7.0,9.0
h4cswnjoolmaiejvn2wicj2kxeqp4mr6,0.0,0.0,35.0,5.0,7.0
imqdcxamch3jydwrxgoyha4xbsna6k6t,0.0,0.0,16.0,7.0,12.0
iu3hi7a33hgpm5byk3kh2t4okpbjsh7z,2.0,3.0,59.0,1.0,2.0
j7szfkgywn7wuh57yeafxirwzqrbsak4,2.0,3.0,32.0,3.0,4.0
jqw2ewv4idyqwn63fqjw7jeee3kfjnjj,0.0,0.0,45.0,5.0,14.0
k4qrzc7o2l2qcuqejm3rga4s3uzekpx4,0.0,0.0,17.0,6.0,10.0
k6vtwvo3bet3vvpcw3duql5ojqpy5vwk,2.0,0.0,65.0,0.0,13.0
kalvxymvshivy7tbhuyo4agzys6noo3e,0.0,0.0,52.0,0.0,12.0
khcoy5ydqp273unfdpv6bc3q2lw4sn65,0.0,0.0,25.0,6.0,7.0
knd3vyxhsrhgosaww752hev7hcljnbsc,0.0,0.0,7.0,7.0,7.0
kpsohmoju4feuy5mz6fos3kbjgixt2bt,0.0,0.0,13.0,0.0,9.0
kvtwvnixnv3v3wmuzktt5tew66aa7jbk,0.0,0.0,24.0,5.0,9.0
l6c5dgegjrq3huzzqk2m2gxkqdaztith,2.0,0.0,57.0,4.0,0.0
l6kuyhsco4kxqf7vzrznmk2verow7mbs,0.0,3.0,52.0,3.0,7.0
macnbao2dd7qqt5tmjuhbmk5oz7h4auy,0.0,0.0,9.0,5.0,7.0
milib7u4duzbdqap27qdto2zqoovqwrd,0.0,0.0,63.0,3.0,14.0
mkwgjm2cxnymquf75koftdhksc3fkwjs,0.0,0.0,54.0,4.0,7.0
n3zyagdxm7fqsgz33g4obdhd7qtc57n3,0.0,0.0,17.0,0.0,8.0
niykyqygukdoqmq3fsjmo2ek2hz5ctqd,0.0,0.0,13.0,1.0,9.0
nj3ghlymmmhielpsq6wqv4aotidpg3xc,1.0,0.0,63.0,6.0,6.0
njqn7kqicifp7aj5zrb7ic7l6dythlyb,0.0,3.0,57.0,3.0,10.0
nltntjf64qm6s3q3q2zght6nhtnvlg4s,0.0,0.0,0.0,1.0,10.0
nq67t4jydkrto52nkqiwchbrmn5gwkdy,0.0,0.0,63.0,7.0,14.0
obm4oeyujp55lygkr5t3jeahkpudftw6,1.0,0.0,1.0,6.0,6.0
okeptvurym45semnftitcgmsodplnk5c,0.0,3.0,68.0,3.0,8.0
olhhrwekkkalcpt3nn4tewc25hvt2gmh,0.0,0.0,47.0,5.0,8.0
olmi2vvb42lw5osifyc3bpupxw37r7sv,2.0,0.0,10.0,7.0,0.0
omdwur2fzhszubctsbwjs5hvfkxj7mjk,0.0,0.0,24.0,4.0,12.0
onj6pnqoobaoedhwo4jkchk4wg5csrcp,2.0,0.0,21.0,5.0,2.0
ooemkpssgxvacqc2phsxi2pjgyul2edn,2.0,0.0,61.0,4.0,2.0
oq2656amsnthbsy7msp4rbbyrvj7nu53,0.0,0.0,40.0,0.0,11.0
or6ebudfzfhqriz7nzvhkow3ppo3sme6,2.0,0.0,61.0,7.0,2.0
orplc6v3fw7t3nkcbjqn46uur4auoxpi,0.0,0.0,15.0,6.0,14.0
osmuy3njbmoezzgjooco6phiy237sf3s,0.0,0.0,26.0,5.0,8.0
owtej7xhd5w25fr7o6fcslhgf2xvmqim,2.0,0.0,12.0,3.0,3.0
pbt3wgh64cyx6nduayfll33k2tblg3vx,0.0,0.0,25.0,5.0,8.0
pdbfnd3pmugewhwsbxshozi4i4wiziva,1.0,0.0,40.0,5.0,5.0
pdm3svbvmzvyjq2d547gny7qsog6rfcu,2.0,3.0,58.0,1.0,13.0
pfi3ysojhsbh6nhhpcqu56l7umj7bmov,0.0,0.0,1.0,2.0,7.0
pimf2uh7skvwqhdrpgq4gchxbuzlj2bx,1.0,0.0,7.0,5.0,5.0
pmtxvlg2w25iuoxvbchdsscsgvuipwuz,1.0,0.0,61.0,6.0,5.0
ppqgorodprajkantkveojze5hqwthfqp,0.0,0.0,24.0,7.0,10.0
pqzqkyx2fgfwy5vxo3ke7zicv6vwdgk7,0.0,3.0,28.0,0.0,11.0
prqjyvlcpabzmkkfmksa3zh46sot3stw,2.0,3.0,29.0,3.0,0.0
pwp4lbu5o6xikdtxu3kmogbqsdng2low,2.0,0.0,18.0,2.0,1.0
pyq3mtiiq5wh2qxfxmdfvgygahnpaql6,2.0,0.0,48.0,4.0,2.0
q5l5g5er6n3llptzlvo55vvtejtj4ece,2.0,0.0,32.0,6.0,3.0
qanzhhu7cqo6vtfhzoberzi3ormtxwa4,2.0,0.0,22.0,7.0,1.0
qcirs6ywqg4mgmenc4naxszpnezyau42,0.0,3.0,35.0,0.0,8.0
qfusubgsi4l2x7bu4lp3lnpusn5fz3rs,2.0,0.0,37.0,6.0,13.0
qgst5f33ruw7etdy76ldreycsvj6zfwj,0.0,0.0,31.0,7.0,12.0
qtlto7zrdhvnezc4oy4bqk7pcq2zvmmm,2.0,0.0,6.0,4.0,4.0
rmao6qzncs6o23qd3fevdnrgjleq73vp,0.0,3.0,62.0,3.0,10.0
rqh6e4qlnus2qqqnvrayxxidlxk5ymzz,0.0,0.0,23.0,0.0,8.0
rs5svjd3h25obooximowxr3c2xg4xron,0.0,0.0,9.0,6.0,10.0
rscmtbnzzwhg52locu5ewstgb2q7qepi,1.0,0.0,51.0,3.0,6.0
rsnoyd4xw5soarts7hsh7cthx4qrd7mz,2.0,3.0,60.0,2.0,13.0
runphmlme44k72mky5i4e524ynoeng55,0.0,3.0,32.0,3.0,11.0
rzwjj2mfmqtlbp3fhhcjt6edn2u52wwc,2.0,3.0,62.0,1.0,1.0
s7ny7szmlqhkpom7rhnhtjzq3vitx6lk,2.0,0.0,47.0,3.0,0.0
sfs5quzrpncw54gaqraj5yaf3bj6kqu6,2.0,0.0,3.0,6.0,0.0
sksf4yi7rwxiqam4bk67lyp7awmpyuvf,1.0,0.0,49.0,5.0,5.0
sryjylznb64ms3komppxyld4tubmf4e6,0.0,0.0,17.0,6.0,14.0
sw663w5plr3k4bxlxy4ihb4pzmf5dqlq,2.0,0.0,4.0,7.0,4.0
t4phepdcnauhrppwj5zebxo77iz3pn52,2.0,0.0,20.0,3.0,4.0
tm65bq2pbhg67aslb3aqjrobwndsg2rd,2.0,0.0,57.0,1.0,2.0
tn2x7eatgxhn5it2d5ckj4awkax666q4,2.0,0.0,41.0,2.0,3.0
toutgghv3l5vsdtr6e2qnam6nvrknzdp,0.0,0.0,30.0,0.0,14.0
tq7yuyg6cwltu2l3ff6s7zwazew7dgeq,0.0,0.0,14.0,6.0,12.0
tt3cghpeqwvs7c6e4a4w5vwjuafcgcei,0.0,0.0,46.0,3.0,12.0
u2krye4oivvcgf7iggmnlhdbncuhplox,2.0,0.0,53.0,2.0,2.0
unqmnjfjlrq2266ucnq7kpegvzvjjwk4,1.0,0.0,52.0,0.0,5.0
updrf3dqb5pmkjhijk4ubtxvg6oglyhz,2.0,3.0,41.0,3.0,3.0
ursaamazzderfvvmyyjxcrhtz7isvyla,0.0,1.0,47.0,6.0,10.0
uutncyxj4bsezxb7papiih7fnyrskihu,0.0,0.0,2.0,5.0,10.0
uwy7xylqcyhoafbrnjaktxra2y2h3ort,2.0,0.0,16.0,6.0,3.0
v5ee4vgi7hzujstoionrgfkk2opul6ka,2.0,0.0,30.0,1.0,2.0
v7bnv2vsjop5wutgicfyn3lblpc3jf35,0.0,3.0,58.0,7.0,14.0
v7n3j6q4lmw7hoi6za37m36nvtmsclpk,0.0,0.0,32.0,6.0,9.0
vbuxirf65sgbspovfhnk7mb5jn3hphxg,1.0,3.0,61.0,3.0,6.0
vddtrcsv5hhum7pduxwewkdjiscktgls,1.0,0.0,3.0,3.0,6.0
vigzgm26zhzg7jn4hdpkjmtq3nvtaefg,2.0,0.0,63.0,7.0,1.0
vrm4vkgscmmraihfhvcfdkyaadn5l5q2,2.0,0.0,23.0,6.0,13.0
vspvtwotvzw2xmnnezma5jqmtjyn7yzv,2.0,0.0,19.0,5.0,4.0
vznmnmmlkubgnmuktadilotnyezyqkak,0.0,0.0,25.0,2.0,8.0
w3qxux4qst3h5wn47jktgftxnrswkp4c,0.0,0.0,20.0,7.0,8.0
w7lj7anmc3iwtd5mfbz4cpbvyqdm6qtl,0.0,0.0,11.0,1.0,10.0
wacfomligi4xmzuh262iqd6qrrqdqzvu,2.0,3.0,57.0,0.0,0.0
wel2b2gpsfhdmz2oywwoop2vih7mzorj,2.0,3.0,36.0,1.0,2.0
wnpspfwolwbrhoktktderwq7sxhdmcwv,0.0,0.0,63.0,5.0,12.0
xess2kddoiphblhbu7s5xrmbv6n4zmz4,2.0,0.0,16.0,1.0,13.0
xmy7qcsqcf6y5f5mzb3lwlkwvyyxngf3,0.0,0.0,39.0,2.0,7.0
xs3epap34blipta2m5ryn5al3azhkzwa,2.0,0.0,3.0,4.0,0.0
y4frndv677bddela5ieduzsbc4zweocm,0.0,3.0,55.0,1.0,7.0
yifle3snsg2o3lcrqek4nhi6eczkpynr,0.0,0.0,25.0,7.0,11.0
yizsirfugx7lwsertrmghcg4nvwjz7iu,0.0,3.0,61.0,2.0,7.0
yjk7rslzu75xga2yr5r443ghn5d73w7c,2.0,0.0,13.0,5.0,2.0
yqy3bwrqgrw3i3ruusu3p7qss5k5kwff,2.0,3.0,48.0,2.0,13.0
yrtc5ueveatk63otmdnocgks4gojwvlv,0.0,0.0,24.0,3.0,7.0
ysaeyldjdxcbcj3v3csmi4jgpzne46vx,0.0,0.0,32.0,1.0,9.0
yytz4xwzesi4ca34mzy4g7l7atmj5g7r,0.0,0.0,42.0,3.0,10.0
z3adzg22cflzjxphvx75vzy4oojorvuu,2.0,0.0,8.0,5.0,2.0
z6xmvek5m4dnratwk4r663kktml6coie,0.0,0.0,10.0,6.0,11.0
z7ywntxpd5cm2yrjk2iaiyiu7d4j4esw,1.0,0.0,58.0,1.0,6.0
zmmvillnw4ktkk52bvkkvl4l22g7fggx,0.0,0.0,13.0,0.0,8.0
